iter	Passed	Remaining
455	844	1007
456	845	1004
457	846	1002
458	848	999
459	849	997
460	851	995
461	852	992
462	854	990
463	855	988
464	856	985
465	857	983
466	859	980
467	860	977
468	861	975
469	863	973
470	864	971
471	866	968
472	876	976
473	877	974
474	879	972
475	881	970
476	882	967
477	883	965
478	885	962
479	886	960
480	887	958
481	889	955
482	890	953
483	892	951
484	893	949
485	895	946
486	896	944
487	897	941
488	898	939
489	900	937
490	902	935
491	903	932
492	905	930
493	906	928
494	907	926
495	909	923
496	910	921
497	911	918
498	913	916
499	914	914
500	915	912
501	917	910
502	918	907
503	920	905
504	921	903
505	922	900
506	924	898
507	925	896
508	926	894
509	928	891
510	929	889
511	931	887
512	932	885
513	933	882
514	935	880
515	936	878
516	937	876
517	939	874
518	940	871
519	942	869
520	943	867
521	944	865
522	946	862
523	947	860
524	949	858
525	950	856
526	952	854
527	953	852
528	955	850
529	956	848
530	957	845
531	958	843
532	960	841
533	961	839
534	963	837
535	964	834
536	965	832
537	967	830
538	968	828
539	969	826
540	971	823
541	972	821
542	974	819
543	975	817
544	976	815
545	978	813
546	979	811
547	980	809
548	982	806
549	983	804
550	984	802
551	986	800
552	988	798
553	989	796
554	991	794
555	992	792
556	993	790
557	995	788
558	996	786
559	997	784
560	999	781
561	1000	779
562	1002	778
563	1003	776
564	1005	773
565	1006	771
566	1007	769
567	1008	767
568	1010	765
569	1011	763
570	1013	761
571	1014	759
572	1016	757
573	1017	755
574	1018	752
575	1019	750
576	1021	748
577	1022	746
578	1024	744
579	1025	742
580	1026	740
581	1028	738
582	1029	736
583	1030	734
584	1031	732
585	1033	730
586	1034	728
587	1036	726
588	1037	724
589	1039	722
590	1040	720
591	1041	717
592	1042	715
593	1044	713
594	1045	711
595	1047	709
596	1048	707
597	1050	705
598	1051	703
599	1052	701
600	1054	699
601	1055	697
602	1056	695
603	1058	693
604	1059	691
605	1060	689
606	1062	688
607	1064	686
608	1065	684
609	1066	682
610	1068	679
611	1069	677
612	1070	676
613	1072	674
614	1073	672
615	1075	670
616	1076	668
617	1077	666
618	1079	664
619	1080	662
620	1081	660
621	1083	658
622	1084	656
623	1086	654
624	1088	652
625	1089	650
626	1090	648
627	1091	646
628	1092	644
629	1094	642
630	1095	640
631	1096	638
632	1098	636
633	1099	634
634	1100	632
635	1102	630
636	1103	628
637	1104	626
638	1105	624
639	1107	622
640	1108	620
641	1109	618
642	1111	617
643	1112	615
644	1114	613
645	1115	611
646	1116	609
647	1117	607
648	1119	605
649	1120	603
650	1122	601
651	1123	599
652	1124	597
653	1125	595
654	1127	593
655	1128	591
656	1129	589
657	1131	587
658	1132	586
659	1133	584
660	1135	582
661	1136	580
662	1137	578
663	1139	576
664	1140	574
665	1141	572
666	1143	570
667	1144	568
668	1146	567
669	1147	565
670	1149	563
671	1150	561
672	1151	559
673	1152	557
674	1154	555
675	1155	553
676	1157	552
677	1158	550
678	1160	548
679	1161	546
680	1162	544
681	1163	542
682	1164	540
683	1166	538
684	1167	537
685	1169	535
686	1170	533
687	1172	531
688	1173	529
689	1174	527
690	1175	525
691	1177	523
692	1178	522
693	1180	520
694	1181	518
695	1182	516
696	1184	514
697	1185	513
698	1186	511
699	1188	509
700	1189	507
701	1190	505
702	1192	503
703	1193	501
704	1195	500
705	1196	498
706	1197	496
707	1198	494
708	1200	492
709	1201	490
710	1202	488
711	1204	487
712	1205	485
713	1207	483
714	1208	481
715	1209	479
716	1210	477
717	1212	476
718	1213	474
719	1214	472
720	1216	470
721	1217	468
722	1219	467
723	1220	465
724	1222	463
725	1223	461
726	1224	459
727	1225	457
728	1227	456
729	1228	454
730	1230	452
731	1231	450
732	1233	449
733	1234	447
734	1235	445
735	1236	443
736	1238	441
737	1239	439
738	1240	438
739	1242	436
740	1243	434
741	1244	432
742	1246	431
743	1247	429
744	1248	427
745	1249	425
746	1251	423
747	1252	422
748	1254	420
749	1255	418
750	1256	416
751	1258	414
752	1259	413
753	1260	411
754	1261	409
755	1263	407
756	1264	405
757	1265	404
758	1267	402
759	1268	400
760	1269	398
761	1271	397
762	1272	395
763	1273	393
764	1274	391
765	1276	389
766	1277	388
767	1278	386
768	1280	384
769	1281	382
770	1282	381
771	1284	379
772	1285	377
773	1286	375
774	1288	373
775	1289	372
776	1290	370
777	1292	368
778	1293	366
779	1294	365
780	1296	363
781	1297	361
782	1299	360
783	1300	358
784	1301	356
785	1303	354
786	1304	353
787	1305	351
788	1307	349
789	1308	347
790	1309	346
791	1311	344
792	1312	342
793	1314	340
794	1315	339
795	1316	337
796	1318	335
797	1319	333
798	1320	332
799	1321	330
800	1322	328
801	1324	326
802	1325	325
803	1326	323
804	1328	321
805	1329	320
806	1330	318
807	1332	316
808	1333	314
809	1334	313
810	1336	311
811	1337	309
812	1338	307
813	1340	306
814	1341	304
815	1342	302
816	1344	301
817	1344	299
818	1346	297
819	1347	295
820	1349	294
821	1350	292
822	1352	290
823	1353	289
824	1354	287
825	1355	285
826	1357	283
827	1358	282
828	1360	280
829	1361	278
830	1362	277
831	1364	275
832	1365	273
833	1366	272
834	1368	270
835	1369	268
836	1370	266
837	1372	265
838	1373	263
839	1375	261
840	1376	260
841	1377	258
842	1378	256
843	1380	255
844	1381	253
845	1397	254
846	1400	253
847	1402	251
848	1404	249
849	1406	248
850	1408	246
851	1410	244
852	1411	243
853	1413	241
854	1415	240
855	1416	238
856	1419	236
857	1420	235
858	1422	233
859	1423	231
860	1425	230
861	1427	228
862	1428	226
863	1432	225
864	1433	223
865	1435	222
866	1440	221
867	1442	219
868	1444	217
869	1446	216
870	1448	214
871	1450	212
872	1452	211
873	1453	209
874	1454	207
875	1456	206
876	1457	204
877	1459	202
878	1460	201
879	1462	199
880	1464	197
881	1465	196
882	1466	194
883	1468	192
884	1469	191
885	1471	189
886	1473	187
887	1474	186
888	1476	184
889	1477	182
890	1479	180
891	1480	179
892	1482	177
893	1483	175
894	1485	174
895	1486	172
896	1488	170
897	1489	169
898	1491	167
899	1492	165
900	1494	164
901	1495	162
902	1497	160
903	1498	159
904	1500	157
905	1501	155
906	1503	154
907	1507	152
908	1509	151
909	1511	149
910	1512	147
911	1514	146
912	1515	144
913	1517	142
914	1518	141
915	1520	139
916	1522	137
917	1524	136
918	1525	134
919	1526	132
920	1528	131
921	1529	129
922	1530	127
923	1531	126
924	1533	124
925	1534	122
926	1535	120
927	1537	119
928	1538	117
929	1540	115
930	1541	114
931	1542	112
932	1544	110
933	1545	109
934	1547	107
935	1548	105
936	1550	104
937	1551	102
938	1553	100
939	1554	99
940	1556	97
941	1557	95
942	1559	94
943	1560	92
944	1562	90
945	1563	89
946	1564	87
947	1566	85
948	1567	84
949	1569	82
950	1570	80
951	1571	79
952	1573	77
953	1574	75
954	1576	74
955	1577	72
956	1578	70
957	1586	69
958	1588	67
959	1589	66
960	1590	64
961	1591	62
962	1592	61
963	1594	59
964	1595	57
965	1596	56
966	1598	54
967	1599	52
968	1600	51
969	1601	49
970	1603	47
971	1604	46
972	1605	44
973	1607	42
974	1608	41
975	1610	39
976	1611	37
977	1613	36
978	1614	34
979	1615	32
980	1617	31
981	1618	29
982	1620	28
983	1621	26
984	1623	24
985	1624	23
986	1626	21
987	1627	19
988	1629	18
989	1630	16
990	1631	14
991	1633	13
992	1634	11
993	1636	9
994	1637	8
995	1638	6
996	1640	4
997	1644	3
998	1646	1
999	1647	0
